Element Number	Equivalent (von-Mises) Stress (psi)
1890	0.28032
1891	0.34208
1892	0.20195
1893	0.17816
1894	0.36128
1895	0.43074
1896	0.2599
1897	0.25563
1898	0.27913
1899	0.35569
1900	0.5913
1901	0.52467
1902	0.44841
1903	0.50266
1904	0.62027
1905	0.53584
1906	0.35324
1907	0.40511
1908	0.50901
1909	0.33779
1910	1.7854
1911	2.0884
1912	1.443
1913	1.5763
1914	2.0552
1915	1.824
1916	1.2961
1917	1.2449
1918	1.8171
1919	2.1167
1920	1.3359
1921	1.4086
1922	2.1528
1923	1.8668
1924	2.435
1925	2.4196
1926	2.6839
1927	2.5768
1928	1.633
1929	2.172
1930	2.0327
1931	2.0018
1932	1.8027
1933	0.52638
1934	0.38041
1935	0.39881
1936	0.2312
1937	0.6509
1938	0.54622
1939	0.71632
1940	0.71839
1941	0.5208
1942	0.58491
1943	0.49717
1944	0.31522
1945	0.99976
1946	1.0052
1947	0.89977
1948	0.94977
1949	1.2191
1950	1.1573
1951	1.0588
1952	1.0449
1953	0.84932
1954	1.5599
1955	0.90925
1956	1.451
1957	0.9881
1958	0.9068
1959	1.0468
1960	1.3827
1961	1.2209
1962	1.4965
1963	1.5731
1964	0.93285
1965	0.89776
1966	0.97058
1967	0.89349
1968	0.6644
1969	0.79868
1970	0.83185
1971	0.85113
1972	0.92441
1973	0.92615
1974	0.90351
1975	0.85309
1976	0.69055
1977	0.72764
1978	0.68161
1979	0.68318
1980	0.75274
1981	0.80146
1982	0.74059
1983	0.76259
1984	0.63469
1985	0.6657
1986	6.2735
1987	5.8416
1988	6.4964
1989	5.2153
1990	5.8032
1991	4.8637
1992	4.4279
1993	6.0216
1994	7.3141
1995	4.7103
1996	5.4688
1997	5.2513
1998	4.8998
1999	5.09
2000	5.9116
2001	7.0304
2002	5.5934
2003	10.828
2004	4.3634
2005	5.2668
2006	1.7687
2007	1.6087
2008	1.3861
2009	1.5275
2010	1.7637
2011	2.2502
2012	2.0645
2013	2.5907
2014	2.4424
2015	2.6325
2016	1.6398
2017	1.9785
2018	2.1978
2019	2.1023
2020	2.2645
2021	2.0085
2022	2.0995
2023	1.7174
2024	1.7697
2025	1.5386
2026	1.6941
2027	1.5524
2028	1.5547
2029	3.1185
2030	1.9917
2031	3.7471
2032	5.3223
2033	3.1862
2034	4.9288
2035	2.5275
2036	4.2327
2037	2.6859
2038	3.5687
2039	4.515
2040	4.4087
2041	1.7872
2042	1.8259
2043	1.6684
2044	1.8358
2045	1.7597
2046	1.714
2047	1.6186
2048	1.9463
2049	1.9434
2050	1.6614
2051	1.6119
2052	1.7504
2053	1.6626
2054	1.7179
2055	1.7192
2056	1.8259
2057	1.826
2058	1.8862
2059	1.7225
2060	1.8077
2061	12.334
2062	12.26
2063	12.503
2064	12.414
2065	12.336
2066	12.809
2067	13.086
2068	13.427
2069	13.145
2070	12.781
2071	12.753
2072	13.105
2073	13.226
2074	13.507
2075	12.784
2076	12.754
2077	13.369
2078	13.059
2079	13.11
2080	13.299
2081	13.393
2082	12.836
2083	12.947
2084	13.961
2085	13.804
2086	13.964
2087	13.061
2088	12.945
2089	14.529
2090	13.803
2091	14.301
2092	13.769
2093	14.897
2094	14.36
2095	14.894
2096	14.449
2097	14.446
2098	14.566
2099	15.102
2100	14.964
2101	11.973
2102	12.029
2103	12.537
2104	12.692
2105	12.709
2106	12.555
2107	12.058
2108	12.091
2109	12.03
2110	12.191
2111	12.227
2112	12.501
2113	12.438
2114	12.478
2115	12.328
2116	12.572
2117	12.194
2118	12.228
2119	12.323
2120	12.436
2121	1.6375
2122	1.5732
2123	1.2656
2124	1.1699
2125	1.4707
2126	1.6361
2127	1.9677
2128	1.7006
2129	1.53
2130	1.4695
2131	1.3499
2132	1.156
2133	1.3256
2134	1.5038
2135	1.6343
2136	1.4603
2137	1.6558
2138	1.6492
2139	1.7947
2140	1.8375
2141	1.8391
2142	1.9661
2143	1.1523
2144	1.4897
2145	1.2213
2146	1.4785
2147	1.5897
2148	1.5631
2149	1.3448
2150	1.1443
2151	1.238
2152	1.1626
2153	1.1363
2154	1.0797
2155	0.94485
2156	1.0599
2157	0.87636
2158	0.97537
2159	1.0753
2160	1.1164
2161	1.187
2162	1.0742
2163	0.84182
2164	0.96727
2165	0.97521
2166	1.0929
2167	0.86822
2168	1.1352
2169	0.87147
2170	0.78341
2171	0.91585
2172	0.80953
2173	5.8007
2174	5.6401
2175	6.1402
2176	6.7625
2177	7.0934
2178	6.539
2179	7.5834
2180	6.857
2181	6.7303
2182	6.558
2183	7.5196
2184	8.0492
2185	7.8831
2186	7.4237
2187	0.37712
2188	0.45041
2189	0.23411
2190	0.21418
2191	0.37383
2192	0.33887
2193	0.30593
2194	0.24058
2195	1.1925
2196	0.96827
2197	0.89789
2198	0.82262
2199	0.8157
2200	0.78797
2201	0.87407
2202	1.02
2203	0.74252
2204	0.70703
2205	0.93038
2206	1.1196
2207	1.2662
2208	1.3098
2209	1.2374
2210	1.2392
2211	0.72932
2212	1.0954
2213	1.0807
2214	0.92846
2215	0.9886
2216	10.592
2217	12.061
2218	14.974
2219	13.216
2220	13.261
2221	11.473
2222	15.455
2223	15.456
2224	14.293
2225	12.508
2226	11.439
2227	12.064
2228	13.54
2229	14.693
2230	14.273
2231	12.487
2232	10.887
2233	14.973
2234	11.428
2235	13.212
2236	3.0249
2237	3.3032
2238	3.3994
2239	4.0707
2240	3.9629
2241	3.0114
2242	3.2967
2243	3.3541
2244	4.0054
2245	3.6217
2246	3.0987
2247	3.4071
2248	3.9583
2249	0.73088
2250	0.62191
2251	0.69152
2252	0.80295
2253	0.80788
2254	0.97211
2255	0.85931
2256	0.98263
2257	0.90524
2258	0.9069
2259	0.81127
2260	0.78792
2261	0.8038
2262	0.79298
2263	0.81627
2264	0.82522
2265	2.1774
2266	2.4641
2267	2.2607
2268	1.88
2269	2.4074
2270	2.9825
2271	1.6318
2272	2.3162
2273	1.3044
2274	1.8764
2275	2.2348
2276	1.8425
2277	2.4168
2278	1.9252
2279	1.555
2280	2.9619
2281	2.4411
2282	3.1121
2283	1.3097
2284	2.2212
2285	5.7033
2286	4.8471
2287	6.3036
2288	6.0787
2289	5.5342
2290	5.4772
2291	6.9158
2292	6.5712
2293	6.9816
2294	6.4957
2295	8.0537
2296	8.0516
2297	9.3535
2298	8.6785
2299	10.384
2300	10.936
2301	9.8238
2302	1.0145
2303	0.85958
2304	0.78055
2305	0.76319
2306	0.78348
2307	0.94505
2308	0.9327
2309	0.79301
2310	0.70726
2311	1.0137
2312	0.65775
2313	0.69994
2314	0.86215
2315	0.79586
2316	0.66976
2317	0.78339
2318	6.08
2319	6.5416
2320	6.7861
2321	7.7398
2322	5.1721
2323	6.8949
2324	5.5828
2325	5.0281
2326	5.7571
2327	7.1282
2328	7.3962
2329	6.6475
2330	5.8239
2331	7.7479
2332	4.9803
2333	6.8615
2334	4.8125
2335	9.011
2336	8.9066
2337	9.5355
2338	8.773
2339	8.9154
2340	9.7882
2341	9.3544
2342	9.2247
2343	9.1817
2344	8.5036
2345	8.4924
2346	9.8293
2347	9.3779
2348	10.165
2349	9.6199
2350	8.5267
2351	9.2004
2352	2.3995
2353	2.8951
2354	2.9917
2355	3.4894
2356	2.6207
2357	1.8397
2358	2.0685
2359	2.3775
2360	2.6663
2361	3.3918
2362	2.1266
2363	1.8379
2364	1.7868
2365	3.8425
2366	2.9568
2367	0.52073
2368	0.56134
2369	0.52607
2370	0.57188
2371	0.45113
2372	0.43046
2373	0.55603
2374	0.54606
2375	0.63832
2376	0.51583
2377	0.61149
2378	0.43044
2379	0.38193
2380	0.44651
2381	0.31681
2382	0.62062
2383	0.56767
2384	0.4364
2385	0.58006
2386	13.251
2387	13.123
2388	15.235
2389	15.899
2390	15.633
2391	14.968
2392	13.253
2393	13.384
2394	13.836
2395	14.55
2396	14.329
2397	15.119
2398	15.691
2399	15.762
2400	14.25
2401	14.909
2402	14.552
2403	14.327
2404	15.263
2405	15.117
2406	0.59718
2407	0.55679
2408	0.43059
2409	0.71744
2410	0.81621
2411	0.45276
2412	0.51885
2413	0.67585
2414	0.83049
2415	0.65348
2416	0.57048
2417	2.0765
2418	1.8452
2419	1.9547
2420	2.2264
2421	1.359
2422	1.3702
2423	1.7569
2424	1.9993
2425	1.5685
2426	1.258
2427	1.2745
2428	1.7894
2429	1.5689
2430	1.1983
2431	1.3361
2432	1.2021
2433	1.2984
2434	1.1905
2435	1.1177
2436	1.0161
2437	1.292
2438	1.0107
2439	0.98516
2440	1.2467
2441	1.0579
2442	0.98339
2443	15.217
2444	16.132
2445	16.189
2446	17.11
2447	13.864
2448	14.032
2449	13.864
2450	13.7
2451	16.457
2452	17.492
2453	16.573
2454	15.378
2455	14.725
2456	17.355
2457	15.732
2458	15.729
2459	15.377
2460	16.457
2461	17.284
2462	16.733
2463	5.3823
2464	5.3818
2465	5.6885
2466	5.029
2467	5.1714
2468	5.1574
2469	5.0186
2470	5.8865
2471	5.7541
2472	5.161
2473	5.3175
2474	5.1637
2475	5.3189
2476	5.8613
2477	6.0107
2478	5.647
2479	5.7994
2480	5.6571
2481	5.6066
2482	5.6032
2483	6.3355
2484	6.331
2485	6.4994
2486	6.5103
2487	6.6781
2488	6.7166
2489	6.5694
2490	6.3595
2491	5.9477
2492	5.9446
2493	6.5738
2494	6.3662
2495	5.7952
2496	6.4179
2497	6.0511
2498	5.8797
2499	5.8754
2500	6.0332
2501	5.7999
2502	6.0386
2503	0.44685
2504	0.41755
2505	0.58968
2506	0.63444
2507	0.50176
2508	0.40824
2509	0.39664
2510	0.6019
2511	0.6388
2512	0.51415
2513	0.45733
2514	0.48687
2515	0.51656
2516	0.46126
2517	0.53446
2518	0.92606
2519	0.88045
2520	0.92395
2521	0.97967
2522	1.0426
2523	0.72242
2524	0.84054
2525	1.0705
2526	0.86076
2527	1.0149
2528	0.64696
2529	0.7365
2530	0.67249
2531	0.78009
2532	0.63246
2533	0.75321
2534	0.79817
2535	0.55645
2536	0.64675
2537	0.69556
2538	0.58141
2539	0.75253
2540	0.88753
2541	0.83726
2542	0.7224
2543	0.97449
2544	0.98231
2545	2.1187
2546	2.138
2547	1.7143
2548	1.7735
2549	1.5706
2550	1.6869
2551	1.4256
2552	1.4787
2553	1.9854
2554	2.268
2555	2.0085
2556	2.3188
2557	2.7864
2558	2.8072
2559	2.7467
2560	2.7833
2561	2.3061
2562	2.0048
2563	2.1146
2564	1.6149
2565	1.5259
2566	1.7833
2567	2.2991
2568	2.3718
2569	2.095
2570	4.8383
2571	4.8671
2572	5.5159
2573	5.3354
2574	5.4725
2575	5.2476
2576	5.6944
2577	4.1975
2578	3.9091
2579	4.7871
2580	4.7013
2581	5.5312
2582	5.2987
2583	4.7457
2584	6.1803
2585	6.4363
2586	3.1157
2587	4.0835
2588	3.3642
2589	5.4352
2590	5.193
2591	4.8705
2592	5.4046
2593	0.60121
2594	0.55159
2595	0.60409
2596	0.6848
2597	0.79874
2598	0.969
2599	0.60646
2600	0.76525
2601	0.90437
2602	0.9045
2603	0.93922
2604	0.87834
2605	0.94936
2606	0.84452
2607	1.0728
2608	0.87666
2609	0.95931
2610	2.1623
2611	1.8371
2612	2.0624
2613	2.339
2614	1.3521
2615	1.7783
2616	1.6614
2617	1.8015
2618	1.4289
2619	1.315
2620	2.3533
2621	1.9111
2622	1.0848
2623	1.5867
2624	2.0565
2625	1.3034
2626	1.1154
2627	1.222
2628	1.4544
2629	2.0773
2630	2.4124
2631	1.6844
2632	2.4322
2633	2.2225
2634	2.0069
2635	1.8853
2636	1.6919
2637	2.0186
2638	2.2413
2639	2.7131
2640	2.2757
2641	2.5574
2642	1.1455
2643	1.2823
2644	1.1996
2645	1.0119
2646	1.0751
2647	1.4679
2648	1.3497
2649	1.3545
2650	1.5321
2651	1.4509
2652	1.0331
2653	1.5613
2654	1.122
2655	1.2074
2656	1.0954
2657	2.3425
2658	2.9385
2659	1.5272
2660	2.4095
2661	2.9853
2662	0.52891
2663	0.79443
2664	3.0473
2665	1.6446
2666	2.1982
2667	2.5729
2668	1.1041
2669	1.0464
2670	0.59151
2671	0.65721
2672	1.1328
2673	1.7661
2674	2.1712
2675	1.7704
2676	1.9876
2677	1.2305
2678	1.063
2679	0.99446
2680	0.76679
2681	0.95579
2682	1.3161
2683	1.2732
2684	0.91758
2685	0.88261
2686	1.0962
2687	1.1672
2688	1.299
2689	1.3083
2690	0.12102
2691	8.1709e-002
2692	8.1863e-002
2693	0.19195
2694	0.13962
2695	0.18954
2696	0.10888
2697	0.12394
2698	0.19304
2699	0.20185
2700	0.14406
2701	0.13333
2702	0.14492
2703	0.11692
2704	0.19752
2705	9.8618e-002
2706	5.4739
2707	4.5343
2708	5.4327
2709	5.4847
2710	6.0159
2711	5.9378
2712	3.9167
2713	4.0587
2714	3.8358
2715	3.779
2716	4.306
2717	5.3988
2718	5.778
2719	4.5161
2720	4.6241
2721	4.9234
2722	1.2164
2723	1.076
2724	0.98321
2725	0.95213
2726	1.2927
2727	1.1398
2728	1.1554
2729	0.77732
2730	0.8327
2731	0.73657
2732	0.78898
2733	0.82148
2734	1.3851
2735	1.1714
2736	0.80221
2737	0.91136
2738	0.884
2739	1.0187
2740	1.1953
2741	0.90947
2742	1.3195
2743	1.0818
2744	0.93475
2745	0.99373
2746	3.3233
2747	3.0862
2748	3.0577
2749	3.1291
2750	3.2057
2751	3.131
2752	2.597
2753	2.6892
2754	2.7879
2755	2.7907
2756	2.9202
2757	3.0805
2758	2.3404
2759	2.6545
2760	2.684
2761	2.3979
2762	1.8875
2763	1.818
2764	1.7645
2765	1.6555
2766	1.7768
2767	2.2819
2768	1.6491
2769	4.1517
2770	3.4302
2771	3.3038
2772	4.1094
2773	4.2999
2774	4.4642
2775	4.0158
2776	2.7358
2777	3.0892
2778	2.728
2779	3.7585
2780	2.1343
2781	2.5102
2782	3.2771
2783	0.37392
2784	0.52674
2785	0.94197
2786	1.0969
2787	0.85585
2788	0.31608
2789	0.51239
2790	0.55974
2791	0.48157
2792	1.0047
2793	0.74473
2794	0.45018
2795	0.69201
2796	0.78069
2797	0.87114
2798	0.66632
2799	4.9577
2800	5.6972
2801	4.7218
2802	4.9565
2803	5.1679
2804	4.9194
2805	5.1246
2806	5.668
2807	5.6977
2808	5.9569
2809	5.1231
2810	5.635
2811	5.1683
2812	5.6353
2813	5.6684
2814	5.4097
2815	5.4148
2816	4.3804
2817	4.5527
2818	4.4795
2819	4.4707
2820	5.1937
2821	5.0556
2822	5.2471
2823	5.2438
2824	4.6392
2825	4.7831
2826	4.6469
2827	4.3919
2828	4.5451
2829	4.9674
2830	5.0876
2831	5.1917
2832	5.0516
2833	4.6379
2834	4.7798
2835	4.7687
2836	3.905
2837	3.2251
2838	3.432
2839	3.8417
2840	3.9482
2841	4.1172
2842	3.3477
2843	3.4835
2844	3.6084
2845	3.6118
2846	4.1823
2847	3.6385
2848	4.0041
2849	3.985
2850	3.2053
2851	2.4919
2852	2.6182
2853	2.1127
2854	2.0218
2855	2.3289
2856	3.1421
2857	3.4641
2858	2.6277
2859	1.729
2860	1.8051
2861	1.7345
2862	1.7129
2863	1.978
2864	1.7585
2865	3.1755
2866	3.5632
2867	2.0291
2868	1.987
2869	2.4109
2870	3.3966
2871	2.2214
2872	2.4077
2873	2.8958
2874	5.2571
2875	5.2839
2876	5.2557
2877	5.8588
2878	6.0504
2879	5.4444
2880	5.2803
2881	5.4504
2882	5.4474
2883	5.9402
2884	6.0923
2885	5.768
2886	5.9311
2887	6.1044
2888	5.9401
2889	5.7785
2890	5.7678
2891	0.93467
2892	0.94552
2893	0.81448
2894	0.75858
2895	0.87252
2896	0.85798
2897	0.97579
2898	0.98173
2899	0.81931
2900	0.86535
2901	0.9648
2902	0.82218
2903	0.99653
2904	1.0153
2905	0.95309
2906	1.4447
2907	1.564
2908	1.5075
2909	1.3704
2910	0.85046
2911	1.4038
2912	1.1457
2913	1.2833
2914	0.9695
2915	1.0289
2916	1.1954
2917	0.96319
2918	0.96749
2919	1.2358
2920	0.23966
2921	0.28994
2922	0.35108
2923	0.35922
2924	0.28237
2925	0.23622
2926	0.34538
2927	0.1881
2928	0.2441
2929	0.30479
2930	0.2645
2931	0.28866
2932	0.24959
2933	0.24735
2934	0.23268
2935	0.17407
2936	0.19318
2937	0.87012
2938	0.75522
2939	0.83103
2940	0.83108
2941	0.91528
2942	0.74558
2943	0.87103
2944	0.49419
2945	0.57118
2946	0.70626
2947	0.64448
2948	0.53829
2949	0.5744
2950	0.45976
2951	0.44416
2952	3.964
2953	4.6174
2954	4.0541
2955	4.4743
2956	4.3939
2957	4.6158
2958	5.3446
2959	4.4907
2960	4.6106
2961	3.5995
2962	4.5237
2963	5.584
2964	3.9132
2965	1.3773
2966	1.3159
2967	1.723
2968	1.6902
2969	1.2248
2970	1.1803
2971	1.5073
2972	1.7334
2973	1.843
2974	1.4356
2975	1.6912
2976	1.4867
2977	1.8209
2978	1.8944
2979	1.7969
2980	1.7075
2981	1.5608
2982	0.92196
2983	0.93652
2984	1.4357
2985	1.1222
2986	1.0088
2987	0.89687
2988	0.81241
2989	0.691
2990	1.2459
2991	1.4699
2992	0.97355
2993	1.0981
2994	1.2837
2995	0.95453
2996	0.91703
2997	1.2041
2998	1.3634
2999	1.0548
3000	1.4341
3001	1.4164
3002	1.6881
3003	1.6564
3004	1.7137
3005	1.7466
3006	2.2534
3007	2.3205
3008	1.7082
3009	1.9938
3010	1.792
3011	1.7968
3012	2.4253
3013	2.1124
3014	2.0079
3015	2.7128
3016	2.6429
3017	2.2891
3018	4.3069
3019	4.4236
3020	4.5846
3021	5.8026
3022	4.484
3023	5.2876
3024	3.8652
3025	3.6069
3026	4.8475
3027	5.6945
3028	3.9318
3029	4.6461
3030	3.9858
3031	5.5679
3032	4.9721
3033	5.7751
3034	4.5438
3035	12.029
3036	11.973
3037	12.195
3038	12.23
3039	12.091
3040	12.03
3041	12.059
3042	12.693
3043	12.538
3044	12.324
3045	12.191
3046	12.227
3047	12.502
3048	12.439
3049	12.555
3050	12.71
3051	12.478
3052	12.329
3053	12.572
3054	12.435
3055	1.7337
3056	1.9605
3057	1.9025
3058	1.6139
3059	1.7512
3060	1.2678
3061	1.3707
3062	1.1544
3063	1.0295
3064	1.7838
3065	1.5396
3066	1.6646
3067	1.1121
3068	1.8546
3069	1.2977
3070	3.8225
3071	3.5255
3072	2.3037
3073	2.2401
3074	2.5156
3075	5.2861
3076	5.2706
3077	2.4776
3078	2.4306
3079	2.6244
3080	2.2666
3081	2.8746
3082	3.4461
3083	3.5377
3084	4.1258
3085	4.5598
3086	4.4585
3087	3.8169
3088	0.30047
3089	0.37602
3090	0.47087
3091	0.46414
3092	0.37903
3093	0.37113
3094	0.29655
3095	0.36648
3096	0.538
3097	0.48145
3098	1.0251
3099	1.0556
3100	1.1617
3101	1.2526
3102	1.2057
3103	1.4323
3104	1.587
3105	1.3391
3106	1.3972
3107	1.4511
3108	1.7016
3109	1.5555
3110	0.71369
3111	0.75974
3112	0.75037
3113	0.65937
3114	0.71089
3115	0.85757
3116	0.70023
3117	0.87818
3118	0.77788
3119	0.82909
3120	0.78975
3121	13.371
3122	13.278
3123	12.947
3124	13.794
3125	12.543
3126	12.638
3127	13.896
3128	14.304
3129	14.096
3130	13.779
3131	14.163
3132	13.753
3133	13.373
3134	12.635
3135	12.734
3136	14.167
3137	13.289
3138	13.694
3139	13.277
3140	13.776
3141	0.62181
3142	0.58532
3143	0.5913
3144	0.65502
3145	0.74202
3146	0.74577
3147	0.72217
3148	0.80833
3149	0.87571
3150	0.82704
3151	0.75106
3152	0.73666
3153	0.82475
3154	12.64
3155	12.547
3156	13.752
3157	14.162
3158	13.694
3159	13.289
3160	12.946
3161	12.737
3162	12.64
3163	14.303
3164	13.893
3165	13.37
3166	13.277
3167	13.775
3168	14.166
3169	13.372
3170	13.278
3171	13.777
3172	14.095
3173	13.792
3174	2.2037
3175	2.1218
3176	2.388
3177	2.3658
3178	2.499
3179	2.9953
3180	1.8018
3181	1.9474
3182	1.8613
3183	2.2491
3184	2.5421
3185	2.6209
3186	2.3564
3187	0.95786
3188	0.95763
3189	0.89802
3190	0.90011
3191	1.1135
3192	1.3839
3193	1.2117
3194	1.04
3195	1.4103
3196	1.2752
3197	1.1474
3198	1.4068
3199	1.3613
3200	1.3367
3201	1.1999
3202	1.3469
3203	5.3179
3204	5.7039
3205	4.7763
3206	6.3626
3207	7.1339
3208	1.5789
3209	1.605
3210	2.6608
3211	3.1953
3212	1.3842
3213	1.5405
3214	2.6173
3215	2.0779
3216	2.4884
3217	2.9733
3218	2.5093
3219	1.9989
3220	3.0922
3221	2.5371
3222	3.1809
3223	3.262
3224	10.353
3225	7.6811
3226	4.4149
3227	4.6114
3228	7.7956
3229	10.618
3230	8.031
3231	6.4343
3232	4.525
3233	4.7451
3234	4.8249
3235	5.9082
3236	7.2481
3237	5.4263
3238	5.9895
3239	5.4393
3240	6.0568
3241	3.2825
3242	2.4657
3243	2.1329
3244	2.6886
3245	2.5342
3246	3.5371
3247	3.7966
3248	1.7747
3249	1.5274
3250	2.1586
3251	2.3501
3252	1.9987
3253	3.9815
3254	4.1051
3255	1.702
3256	1.7184
3257	2.9364
3258	2.3053
3259	2.8183
3260	2.115
3261	2.4075
3262	2.5955
3263	2.3363
3264	2.6441
3265	1.5979
3266	1.6142
3267	1.6741
3268	2.101
3269	2.2387
3270	1.3498
3271	2.07
3272	1.5554
3273	1.7641
3274	1.417
3275	1.3006
3276	1.2164
3277	1.5111
3278	1.678
3279	2.0381
3280	2.4082
3281	2.4404
3282	2.3185
3283	2.3195
3284	1.4247
3285	1.1252
3286	1.1319
3287	0.91615
3288	0.96464
3289	1.9391
3290	1.816
3291	1.1251
3292	1.645
3293	3.1767
3294	3.8551
3295	3.089
3296	3.7608
3297	2.6055
3298	4.1255
3299	3.341
3300	2.6419
3301	3.6102
3302	4.0123
3303	2.8909
3304	2.3437
3305	1.9235
3306	1.8415
3307	2.2063
3308	4.0013
3309	4.4262
3310	3.8594
3311	4.4132
3312	2.0452
3313	3.4774
3314	0.27403
3315	0.25008
3316	0.47274
3317	0.41715
3318	0.4127
3319	0.35983
3320	0.29032
3321	0.36358
3322	0.50843
3323	0.43746
3324	0.42469
3325	0.38059
3326	0.56485
3327	0.5401
3328	0.53254
3329	1.2094
3330	1.1076
3331	1.0034
3332	0.95197
3333	1.0758
3334	0.5725
3335	0.49108
3336	0.88098
3337	0.95919
3338	0.72631
3339	0.79223
3340	0.63487
3341	0.80208
3342	0.83639
3343	0.5882
3344	0.49841
3345	0.68947
3346	0.63198
3347	2.4208
3348	2.0011
3349	2.4183
3350	2.1594
3351	2.5228
3352	2.5342
3353	3.7295
3354	2.9068
3355	2.7628
3356	2.5298
3357	3.7997
3358	2.6197
3359	2.4703
3360	3.4108
3361	0.74737
3362	0.71839
3363	1.0786
3364	1.1731
3365	0.76251
3366	0.80311
3367	1.0673
3368	1.0013
3369	0.9923
3370	1.0351
3371	1.1573
3372	0.99791
3373	1.0522
3374	1.1673
3375	0.9716
3376	1.1611
3377	0.8814
3378	0.96626
3379	0.86248
3380	1.0664
3381	1.1712
3382	0.8724
3383	1.0166
3384	0.88367
3385	1.8048
3386	2.5044
3387	3.0419
3388	2.356
3389	2.1829
3390	3.6591
3391	2.3327
3392	3.0507
3393	3.4882
3394	2.472
3395	3.0481
3396	2.6236
3397	1.8929
3398	2.1013
3399	1.997
3400	2.8658
3401	2.9967
3402	2.4393
3403	1.7611
3404	1.916
3405	1.6497
3406	1.5805
3407	1.481
3408	1.5739
3409	1.7121
3410	1.8615
3411	1.6269
3412	1.5157
3413	1.6269
3414	1.6085
3415	1.7846
3416	1.6286
3417	1.602
3418	1.5788
3419	1.6826
3420	1.8529
3421	1.0512
3422	1.1811
3423	1.2099
3424	1.3145
3425	1.3343
3426	1.7766
3427	1.6958
3428	1.5639
3429	1.6136
3430	1.8562
3431	1.7792
3432	1.0346
3433	1.2126
3434	1.4937
3435	1.4785
3436	1.2219
3437	1.1939
3438	1.3186
3439	1.213
3440	1.2077
3441	1.175
3442	1.3309
3443	1.8099
3444	1.7648
3445	1.3567
3446	1.4268
3447	1.6529
3448	1.5844
3449	3.9279
3450	3.931
3451	5.1639
3452	4.2635
3453	4.2962
3454	6.5003
3455	7.7621
3456	7.4817
3457	7.8357
3458	7.1419
3459	6.2415
3460	5.9652
3461	6.8497
3462	5.1381
3463	5.6678
3464	7.1439
3465	7.0318
3466	5.78
3467	5.1615
3468	4.6793
3469	4.879
3470	4.7998
3471	4.2495
3472	3.6649
3473	3.6964
3474	4.4984
3475	3.4095
3476	3.6676
3477	3.6069
3478	3.5465
3479	4.7392
3480	4.0105
3481	12.075
3482	12.085
3483	12.293
3484	12.321
3485	12.074
3486	12.765
3487	12.592
3488	12.45
3489	12.292
3490	12.139
3491	12.086
3492	12.713
3493	12.563
3494	12.417
3495	12.585
3496	12.56
3497	12.642
3498	12.324
3499	0.81083
3500	0.91583
3501	0.7873
3502	0.66756
3503	0.99684
3504	1.0466
3505	0.98359
3506	0.71454
3507	0.85729
3508	0.87947
3509	0.63855
3510	0.66753
3511	0.81
3512	1.2762
3513	1.3453
3514	1.0545
3515	1.1105
3516	1.4105
3517	1.4353
3518	1.2529
3519	0.86717
3520	0.91474
3521	0.89068
3522	1.2584
3523	0.67754
3524	0.76988
3525	0.64984
3526	0.74146
3527	0.82279
3528	0.99026
3529	11.884
3530	11.911
3531	11.596
3532	11.701
3533	11.929
3534	11.956
3535	11.765
3536	11.774
3537	11.609
3538	11.58
3539	11.728
3540	11.691
3541	11.846
3542	11.87
3543	11.702
3544	11.597
3545	11.772
3546	11.73
3547	11.767
3548	11.703
3549	0.71327
3550	0.78321
3551	0.56306
3552	0.59076
3553	0.69729
3554	0.71687
3555	0.7499
3556	0.68942
3557	0.69192
3558	0.76136
3559	0.54509
3560	0.50616
3561	0.78753
3562	0.52087
3563	0.71911
3564	0.55802
3565	0.60274
3566	0.76201
3567	0.6286
3568	0.62593
3569	0.66893
3570	0.55395
3571	0.35747
3572	0.51986
3573	0.46381
3574	1.0044
3575	1.055
3576	1.0275
3577	1.0666
3578	0.88772
3579	0.86772
3580	0.98991
3581	0.9887
3582	0.78473
3583	0.78426
3584	0.95021
3585	0.95027
3586	0.84952
3587	0.85456
3588	2.551
3589	2.8893
3590	2.8799
3591	3.036
3592	3.0996
3593	2.7413
3594	2.4912
3595	2.9231
3596	3.424
3597	3.5201
3598	3.6763
3599	3.6301
3600	2.8755
3601	3.3434
3602	3.3816
3603	3.9083
3604	3.7726
3605	3.2175
3606	3.0171
3607	2.1566
3608	2.7385
3609	2.2786
3610	2.8299
3611	2.3397
3612	3.148
3613	2.3282
3614	3.6191
3615	4.0249
3616	3.4072
3617	1.9029
3618	1.9735
3619	3.5025
3620	2.53
3621	3.113
3622	3.5179
3623	11.421
3624	11.401
3625	11.454
3626	11.428
3627	11.156
3628	11.009
3629	11.181
3630	11.095
3631	10.974
3632	11.001
3633	11.17
3634	10.845
3635	11.253
3636	11.15
3637	10.902
3638	11.251
3639	11.362
3640	11.095
3641	1.0408
3642	1.1474
3643	1.0732
3644	1.2534
3645	1.5009
3646	1.7505
3647	1.0642
3648	1.2183
3649	1.594
3650	1.5944
3651	1.7819
3652	1.9671
3653	2.2732
3654	2.3923
3655	1.6209
3656	1.948
3657	1.5142
3658	1.9732
3659	2.1788
3660	6.7367
3661	6.1936
3662	5.8742
3663	5.8822
3664	5.1435
3665	5.7224
3666	5.1689
3667	5.0272
3668	4.8894
3669	5.5248
3670	5.9304
3671	4.8849
3672	5.1264
3673	4.6496
3674	4.9765
3675	4.9372
3676	3.8792
3677	11.654
3678	11.981
